Name,Issue Type,Priority,Rank,Status,Target Sprint,Build Number,Opened Date,Opened Time,Days old,Attachments,Assigned to,Progress Comments,Description,Duplicates?,Bug source,Associated features,Created by,Notification status,If complete,Closed,Notified users?,Status Time Changed,Date Completed,Minutes To Completion
COLLECTIONS: A collection view,New Feature,High,,Complete,,34,2020-01-03,1/3/2020 1:20pm,218,Screen Shot 2020-04-17 at 2_29_57 PM.png (https://dl.airtable.com/.attachments/1f72c2c45dd780e7bdcc4897b4ce4851/1d5637d7/ScreenShot2020-04-17at2_29_57PM.png),Adam Galper,"4.24.2020
- Add a pencil to the right side of the page in alignment with the Collection Name

4.17.2020 
1. Adjust the boldness and font size of the name of the Collection to match the font used for ""Active Challenges"" on the Challenges page. Change the background of this area to be white. See Challenges pic. 
2. Remove the ""Updated X hours ago"" from all places in the Collection view. 
3. Change the background color of the cards to white from grey. 
4. Adjust the font of the entry names in the collection to match the ""Active Challenges"" font
5. change the text in the black title bar  to say Collection View
6. Add an Edit button to the top right corner. We want to make the Edit explicit here, so we propose not using the ... menu for this. We want the Edit button to match the View All button the Challenges page. But we propose the button have a white outline with white text. ","A way to view a collection. Rather than clicking on the collection and editing it, we want the user to see what she has in her collection.

For now, we will list all entry attributes that have values as text. As a result, entry cards in the collection view will be of varying sizes.

Future: Generates a PDF for printing or sharing outside of app.

Note to Adam 1.6.2020: Consider allowing dynamic read-only view of an entry card in a section list, and using the same approach in the collection view. 

4.8.2020: ",,,,Nicole Johnson,⚠️ Need to notify,1,1,,4/30/2020 10:45am,2020-04-30,169704
CHOOSE YOUR JOURNEY CHAT: Add support for enableIf in an attributeSpec's options to allow dynamic disabling of options for display in a statement,New Feature,High,,Complete,,,2020-03-06,3/6/2020 3:24pm,155,,Adam Galper,,Will use in options for ChooseYourJourney.mostImportantHigh to only display the options corresponding to previous responses that were specified level.high,,,,,⚠️ Need to notify,1,1,,4/30/2020 10:47am,2020-04-30,78863
CHOOSE YOUR JOURNEY CHAT: Support for ResponseRequired Statement behavior,New Feature,High,,Complete,,,2020-03-27,3/26/2020 5:25pm,134,,Adam Galper,,"If a statement has an associated attribute and a response is required to advance forward, then we will place a ResponseReequired behavior on the statement. If there is no response and the user attempts to swipe left, then we will prompt the user that a response is required and remain on the statement",,,,,⚠️ Need to notify,1,1,,4/30/2020 10:54am,2020-04-30,50009
"ESSENTIALS: Increase the size of the LEARN, SHOP, REFLECT headings on the Essentials page. See description.",UI Fix,Critical,6,Complete,,,2020-04-01,3/31/2020 5:42pm,129,IMG_9138.JPG (https://dl.airtable.com/.attachments/eea843fec2436b9a54ccaec41af8e75b/6247db04/IMG_9138.JPG),,"4.16.2020 Changes we propose: 
1. Change the font from all uppercase, to regular case (Learn, Shop, Reflect). 
2. Make the font bold and change the color to Sea Blue #0190B9. 
3. Remove the line. 
4. In place of the line, is it possible to add a dot that is centered beneath each word? If not, then remove the line and we don't have an indicator beneath the text. 
-----------------------------
Increased to 18px from 14px; may be too big now
",We'd like the font size to match the size of the font used in the list beneath LEARN. Screenshot attached. ,,,,,⚠️ Need to notify,1,1,,4/29/2020 7:22pm,2020-04-30,41859
"FEEDBACK SECTION: Increase the size of the INNER CIRLCE, GROUP, EXPERT headings on the Feedback page. See description. ",UI Fix,High,,Complete,,,2020-04-01,3/31/2020 5:44pm,129,Screen Shot 2020-03-31 at 5_28_26 PM.png (https://dl.airtable.com/.attachments/21bbabd178436533bce97e23ec8b92dd/66d2f35f/ScreenShot2020-03-31at5_28_26PM.png),,"4.16.2020 Changes we propose:
1. Change the font from all uppercase, to regular case (Learn, Shop, Reflect).
2. Make the font bold and change the color to Sea Blue #0190B9.
3. Remove the line.
4. In place of the line, is it possible to add a dot that is centered beneath each word? If not, then remove the line and we don't have an indicator beneath the text.
",We'd like the font size to match the size of the font used in the list beneath LEARN. Screenshot attached. ,,,,Nicole Johnson,⚠️ Need to notify,1,1,,4/29/2020 7:37pm,2020-04-30,41873
ESSENTIALS: Convert the first page of essentials into big buttons. ,UI Fix,High,,Complete,,,2020-04-01,4/1/2020 4:25pm,129,"IMG_9138.JPG (https://dl.airtable.com/.attachments/b8f3fbd6c610f34837e2ee576085a19b/7c865979/IMG_9138.JPG),Image from iOS (1).png (https://dl.airtable.com/.attachments/aa283a048fbd7f8589e0e0fdadcd02f0/e37f6460/ImagefromiOS1.png),Screen Shot 2020-04-17 at 2.29.57 PM.png (https://dl.airtable.com/.attachments/f55da8766a6283481cd6cf7b63705c7c/ddc40be8/ScreenShot2020-04-17at2.29.57PM.png)",,"4.16.2020 We propose converting all of the sections of LEARN into big buttons. Similar to the mindbody app. See pics.
We'd also like to make the buttons white with black text. I propose matching the size and boldness of the font used for Active Challenges. ",We discussed changing the first page of Essentials (LEARN) into big buttons to add some visual variation to the page,,,,,⚠️ Need to notify,1,1,,4/29/2020 7:37pm,2020-04-30,40512
"TAKEAWAYS BUG: When I click the Takeaways icon from the Inspiration pad, the Takeaway landing page opens but there are no takeaways listed. See attachments and description",Functional Bug,High,,Complete,,,2020-04-27,4/27/2020 3:31pm,103,"Screen Shot 2020-04-27 at 3_31_09 PM.png (https://dl.airtable.com/.attachments/8acc32d88cc597e56b8a8728a63aa3c0/dbe50e19/ScreenShot2020-04-27at3_31_09PM.png),Screen Shot 2020-04-27 at 3_30_58 PM.png (https://dl.airtable.com/.attachments/70fe3f2109b8776625d0f55d21c5395d/8adccbd6/ScreenShot2020-04-27at3_30_58PM.png)",,,"When I first select the Takeaway icon from the Inspiration pad on the homepage, my Takeaway list is empty. But if I select a different section of the app from the nav bar (career, essentials, feedback) and then reselect the home icon, my Takeaway list is populated with the takeaway cards. ",,,,Nicole Johnson,⚠️ Need to notify,1,1,,5/5/2020 5:04pm,2020-05-06,11613
CONVERSATION: Add SwipeLeftMessage behavior to avoid having to add it to the textBlock,New Feature,Critical,5,Complete,,,2020-04-17,4/17/2020 2:00pm,113,,,"5.5.2020 We propose the SwipeLeftMessage appear once and fade out over 7 seconds.
-------------------
4.24.2020 Can we have the text be fixed to the bottom of the screen so it doesn't move around?

Yes -- i have fixed it above the drawer and made it so that it fades out after 5 secs repeatedly. So it may overlap some other text but won't totally obstruct it.","See ChooseYourJourney.lede for an example.

Nicole can add this behavior to statements where appropriate.",,,,,⚠️ Need to notify,1,1,,5/8/2020 3:36pm,2020-05-08,30336
STATS: Add a visual identifier to the stats cards (the banner in lower left hand corner),New Feature,Critical,8,Complete,,,2020-03-10,3/10/2020 1:56pm,151,,Adam Galper,,"we discussed adding a ribbon in the upper left hand corner that says STATS as one option

https://drive.google.com/file/d/1z-JiAP5Gv15zc7qK-3ZzGap1Of3hKMYc/view?usp=sharing",,,,,⚠️ Need to notify,1,1,,5/11/2020 12:52pm,2020-05-11,89215
CHOOSE YOUR JOURNEY CHAT: Support for executing sequence advisor for a statement's onCompletion attribute,New Feature,High,,Complete,,,2020-03-27,3/26/2020 5:18pm,134,,Adam Galper,,"At end of Select Your Journey chat, a GotIt statement will have the new onCompletion attribute set to ""@runSequenceAdvisor.""  When the user advances to the next statement, the engine will execute the SequenceAdvisor and 1) populate the playlist, 2) set the $Recommended.Sequence (or whatever) user key, and 3) display the next statement which will render the recommended sequence,",,,,,⚠️ Need to notify,1,1,,5/11/2020 12:56pm,2020-05-11,65977
COLLECTIONS: Edit a collection screen missing from Collections after a collection is created. We propose a couple different options. See pics for options. ,New Feature,High,,Complete,,,2020-04-17,4/17/2020 3:01pm,113,IMG_9162.JPG (https://dl.airtable.com/.attachments/51b72ae6d3dd1dabd55ce2d24dcd649e/f7288103/IMG_9162.JPG),,"Kept the checkbox approach, rather than redo it using +/- buttons.","- Display entries in Edit Collection in chronological order rather than alphabetically
- Interweave the chronological display of Accomplishments and Shoutouts 
- In Edit Collection, we want dateOccurred to display as the date on the card if she’s entered that on the Accomplishment or Shoutout entry. 
- We propose Accomplishments and Shoutouts are ordered by dateOccurred when it is entered.
- Adjust the date that displays on the card in Edit Collection so that it is either the date she created the accomp or shoutout or it is the dateOccurred. 
- See picture for the new Edit Collection display we discussed on 4.24.2020",,,,,⚠️ Need to notify,1,1,,5/11/2020 1:02pm,2020-05-11,34441
CHOOSE YOUR JOURNEY CHAT: Change the sound for ResponseRequired Statement behavior,Unsure,Critical,9,Complete,,,2020-05-06,5/6/2020 3:22pm,94,,,,"The current noise is positive and upbeat, so we propose a more negative sounding noise. Something like an error sound. 

I have some examples here: 
https://freesound.org/people/akelley6/sounds/455126/
https://freesound.org/people/distillerystudio/sounds/327736/",,,,,⚠️ Need to notify,1,1,,5/11/2020 10:44am,2020-05-11,6921
"STATS: Review Ready Stats card only populating with data for the user that responds ""yes"" to ""Will you receive a formal review in the next year?""; ",Functional Bug,Critical,8,Complete,,,2020-05-11,5/11/2020 12:20pm,89,,,Use reviewStartDate as attribute,"The Review Ready Stats card only populates with data for the user that responds Yes to the attribute ReviewConfig.formalReview.

If a user responds No or Skips, the card remains blank upon completion of the settings chat.",,,,Nicole Johnson,⚠️ Need to notify,1,1,,5/12/2020 2:40pm,2020-05-12,1580
"CAREER SECTION: Remove the ""Take the Credit"" from Shoutout entries. Add Take the Credit to the slider. See attachment",UI Fix,High,,Complete,,,2020-04-29,4/29/2020 3:10pm,101,Screen Shot 2020-04-29 at 3_10_37 PM.png (https://dl.airtable.com/.attachments/310ec222947fb1a2224246afcfb75b85/76ef4753/ScreenShot2020-04-29at3_10_37PM.png),,,,,,,,⚠️ Need to notify,1,1,,5/13/2020 3:25pm,2020-05-13,20174
"STATS: defaultToTodaysDate behavior for attribute ReviewConfig.reviewStartDate, and a new behavior for defaulting to a date 6 months from today",New Feature,Critical,8,Complete,,,2020-05-11,5/11/2020 12:34pm,89,,,,"We propose the attribute ReviewConfig.reviewStartDate default to today's date. ( I added this behavior to the attribute in the AttributeSpecs table)

We also propose the attribute ReviewConfig.noReviewEndDate  default to a date that is 6 months from the date she starts the settings chat. ",,,,Nicole Johnson,⚠️ Need to notify,1,1,,5/13/2020 11:05am,2020-05-13,2791
STATS: Review Ready Stats settings and card,UI Fix,Critical,8,Complete,,,2020-05-11,5/11/2020 12:46pm,89,"Screen Shot 2020-05-11 at 12.14.19 PM.png (https://dl.airtable.com/.attachments/a709b481a294529252daf5b9194068c7/c1e4e596/ScreenShot2020-05-11at12.14.19PM.png),IMG_5930.jpg (https://dl.airtable.com/.attachments/4ea8ca9faebc0dd0af999b83f1c6251e/4331072f/IMG_5930.jpg)",,,"We propose: 
Decreasing the width of the bars
Removing the subtitle text
Moving the dynamic text previously in the subtitle (Catch up now, Good to go, Killing it) to the right of the bars. 

In my attached mock up, the bars have a 250px width. ",,,,Nicole Johnson,⚠️ Need to notify,1,1,,5/13/2020 11:05am,2020-05-13,2779
CONVERSATION: Change SwipeLeftMessage behavior so options of an attribute covered by SwipeLeftMessage are clickable.,New Feature,Critical,5,Complete,,,2020-05-08,5/8/2020 3:36pm,92,,,,"We reviewed the Review Settings chat in ios 6/7/8, and since the SwipeLeftMessage covers the No option to the question asked, the No can't be selected.
Adam suggested it might be a layering issue.

Also, change the fade to only fade out. So message appears on the screen, then fades out over 7 seconds.",,,,,⚠️ Need to notify,1,1,,5/14/2020 12:44pm,2020-05-14,8468
ESSENTIALS: Chat cards ... menu and slider. See pics and description.,New Feature,Critical,6,Complete,,,2020-05-11,5/11/2020 3:29pm,89,"Screen Shot 2020-05-11 at 3.29.23 PM.png (https://dl.airtable.com/.attachments/c822ea6cf005be548d3f69e228031662/7e8d78f5/ScreenShot2020-05-11at3.29.23PM.png),Screen Shot 2020-05-11 at 3.29.34 PM.png (https://dl.airtable.com/.attachments/e3133dffdcb2b5d22d03ca3c019c77b7/0a41cf3a/ScreenShot2020-05-11at3.29.34PM.png)",,,"When a chat is marked in progress, we propose the slider say ""Remove from In Progress""

Similarly, when a chat is in progress, we propose the menu say ""Resume Chat"" rather than ""Start Chat""",,,,,⚠️ Need to notify,1,1,,5/14/2020 12:41pm,2020-05-14,4151
Ask Schema: Flow issue ,New Feature,High,7,Complete,,,2020-01-16,1/16/2020 11:02am,205,,"Nicole Johnson,Giselle Galper",,"For ask and pitch, especially ask expecting her to create an ask to say she delivered, doesn't make sense. There needs to be some type of button in the Ask Schema in required where the default is practice, but she can switch to delivered. We are not going to see more than 3 practices MAX ever uploaded. This is very important. Maybe 1 - 2.",,,,,⚠️ Need to notify,1,1,,5/15/2020 2:55pm,2020-05-15,172973
PERFORMANCE: Unable to scroll up and down when in a chat ,Functional Bug,High,1,Complete,,40,2020-01-29,1/29/2020 11:17am,192,,Adam Galper,,"When viewing a statement that extends further than the bottom of the iPhone 8S screen, I am unable to scroll up and down. I am able to school when viewing the homepage, the career section, or entries in the career section. This only happens when viewing a statement such as the Job Offer Phone Script or Job Offer Phone Guide. This bug occurs in both the app and in the web app when viewing from my phone. ",,,,Nicole Johnson,⚠️ Need to notify,1,1,,5/15/2020 2:54pm,2020-05-15,154236
Completion Card Nits. See description,Nit,High,6,Complete,,,2020-04-09,4/8/2020 5:26pm,121,,Adam Galper,,"Change the Pink of ""Make Now Count"" to the pink Vamsi used in his mock up. 

Change the checkmark icon after the Chat Name to be this icon: <ion-icon name=""checkmark-circle-outline""></ion-icon>",,,,Nicole Johnson,⚠️ Need to notify,1,1,,5/15/2020 2:53pm,2020-05-15,53126
"CAREER SECTION: Remove the blue button/box beneath recents. Add a new section heading ""Entries"". See description.",UI Fix,Critical,4,Complete,,,2020-04-01,3/31/2020 5:27pm,129,IMG_5866.jpeg (https://dl.airtable.com/.attachments/1bf1e4472b9e77b39bcf4c8e5d528528/ecfd4f51/IMG_5866.jpeg),,,"The new Entries heading is 
font-size 26pt
font-weight bold
font-color #000124",,,,Nicole Johnson,⚠️ Need to notify,1,1,,5/18/2020 12:33pm,2020-05-18,68825
